last_price
122.2695
122.27
122.3
122.291
122.275
122.2718
122.251
122.2575
122.28
122.283
122.295
122.3
122.2801
122.29
122.27
122.265
122.27
122.285
122.2979
122.3
122.295
122.29
122.2901
122.31
122.33
122.34
122.36
122.3788
122.39
122.3973
122.4
122.395
122.4
122.42
122.432
122.43
122.44
122.42
122.4297
122.4738
122.48
122.475
122.4701
122.45
122.47
122.46
122.477
122.48
122.44
122.54
122.53
122.526
122.52
122.53
122.58
122.57
122.56
122.57
122.58
122.56
122.57
122.575
122.57
122.5718
122.5799
122.4643
122.46
122.4601
122.4852
122.48
122.5
122.495
122.485
122.48
122.495
122.4599
122.43
122.44
122.46
122.51
122.5
122.51
122.5
122.52
122.5198
122.5
122.475
122.49
122.528
122.506
122.49
122.475
122.46
122.45
122.455
122.45
122.48
122.47
122.48
122.445
122.4799
122.47
122.48
122.475
122.4801
122.53
122.505
122.5001
122.47
122.48
122.49
122.487
122.465
122.4727
122.45
122.4448
122.47
122.49
122.48
122.47
122.4601
122.46
122.4699
122.42
122.44
122.4299
122.43
122.44
122.45
122.43
122.42
122.4
122.425
122.41
122.4001
122.4
122.4088
122.4
122.41
122.425
122.39
122.38
122.37
122.35
122.37
122.3801
122.38
122.385
122.39
122.3817
122.3834
122.3899
122.3787
122.39
122.38
122.42
122.435
122.43
122.44
122.445
122.45
122.44
122.445
122.4412
122.45
122.44
122.43
122.4201
122.4389
122.4
122.395
122.39
122.38
122.39
122.4
122.4031
122.4
122.415
122.44
122.46
122.435
122.425
122.41
122.4
122.38
122.41
122.3992
122.385
122.37
122.3799
122.39
122.41
122.415
122.4
122.395
122.425
122.4
122.39
122.38
122.3808
122.385
122.38
122.385
122.38
122.4
122.3859
122.405
122.4
122.383
122.39
122.4
122.4065
122.42
122.43
122.44
122.435
122.45
122.445
122.4781
122.48
122.465
122.44
122.43
122.41
122.4
122.43
122.44
122.43
122.405
122.43
122.44
122.43
122.4173
122.39
122.37
122.395
122.4
122.39
122.4
122.399
122.38
122.375
122.34
122.31
122.325
122.313
122.3001
122.3
122.3001
122.3
122.305
122.32
122.33
122.34
122.35
122.315
122.3288
122.33
122.35
122.36
122.35
122.3459
122.345
122.3113
122.32
122.3117
122.31
122.305
122.3193
122.31
122.3099
122.305
122.3007
122.3086
122.3087
122.305
122.3
122.29
122.274
122.28
122.285
122.295
122.3
122.305
122.3001
122.315
122.32
122.3052
122.2812
122.3
122.285
122.29
122.3
122.31
122.295
122.31
122.28
122.2909
122.32
122.315
122.31
122.32
122.29
122.27
122.28
122.2757
122.275
122.2606
122.26
122.2685
122.255
122.2699
122.2561
122.26
122.2755
122.2757
122.2601
122.25
122.255
122.25
122.275
122.28
122.31
122.315
122.3199
122.28
122.29
122.305
122.27
122.26
122.265
122.25
122.255
122.25
122.26
122.255
122.257
122.25
122.255
122.25
122.255
122.2599
122.25
122.255
122.25
122.2501
122.25
122.255
122.25
122.26
122.25
122.255
122.254
122.26
122.25
122.255
122.25
122.29
122.2974
122.28
122.29
122.28
122.25
122.255
122.25
122.26
122.27
122.25
122.26
122.255
122.26
122.265
122.2386
122.2301
122.235
122.245
122.24
122.23
122.24
122.2
122.23
122.21
122.22
122.2
122.205
122.2
122.2117
122.22
122.21
122.22
122.24
122.25
122.2527
122.26
122.247
122.29
122.265
122.25
122.24
122.23
122.24
122.225
122.24
122.23
122.22
122.21
122.205
122.215
122.22
122.21
122.23
122.22
122.2201
122.22
122.215
122.2
122.22
122.23
122.24
122.23
122.215
122.21
122.2
122.2029
122.2
122.205
122.22
122.21
122.24
122.25
122.245
122.24
122.2571
122.25
122.27
122.26
122.2724
122.28
122.315
122.32
122.31
122.32
122.335
122.33
122.35
122.36
122.38
122.36
122.3599
122.3688
122.36
122.38
122.3797
122.365
122.3864
122.35
122.345
122.349
122.3639
122.365
122.3299
122.32
122.33
122.31
122.323
122.315
122.37
122.36
122.37
122.3608
122.39
122.395
122.41
122.405
122.429
122.4099
122.4091
122.415
122.41
122.39
122.385
122.38
122.41
122.405
122.39
122.35
122.36
122.355
122.3804
122.38
122.395
122.39
122.4
122.41
122.4199
122.41
122.405
122.415
122.44
122.43
122.435
122.425
122.42
122.4291
122.43
122.4373
122.42
122.44
122.435
122.415
122.43
122.46
122.455
122.45
122.445
122.4499
122.44
122.445
122.43
122.42
122.44
122.42
122.4269
122.44
122.43
122.44
122.4487
122.44
122.43
122.42
122.4101
122.4088
122.4
122.41
122.42
122.41
122.42
122.41
122.415
122.42
122.43
122.41
122.4089
122.4
122.405
122.43
122.44
122.435
122.42
122.425
122.4215
122.4
122.41
122.4169
122.4
122.4184
122.415
122.431
122.45
122.4786
122.48
122.46
122.42
122.415
122.405
122.4
122.3799
122.38
122.395
122.375
122.405
122.39
122.4
122.43
122.41
122.39
122.3969
122.383
122.39
122.38
122.39
122.36
122.3464
122.34
122.345
122.34
122.32
122.31
122.3
122.315
122.305
122.29
122.3
122.3161
122.3
122.29
122.265
122.24
122.23
122.1982
122.18
122.16
122.14
122.1
122.11
122.14
122.115
122.141
122.145
122.135
122.16
122.1641
122.17
122.1699
122.169
122.16
122.1602
122.15
122.155
122.11
122.1
122.13
122.1201
122.125
122.13
122.18
122.17
122.1501
122.14
122.1599
122.15
122.12
122.11
122.125
122.1001
122.07
122.0799
122.085
122.08
122.105
122.115
122.11
122.115
122.11
122.14
122.135
122.1556
122.1449
122.14
122.1301
122.15
122.16
122.165
122.17
122.175
122.18
122.2
122.185
122.18
122.16
121.67
121.66
121.67
121.65
121.6486
121.64
121.65
121.663
121.6711
121.68
121.675
121.6701
121.6677
121.665
121.6401
121.65
121.66
121.655
121.62
121.6101
121.63
121.6309
121.635
121.6254
121.64
121.6409
121.66
121.6601
121.6614
121.6811
121.7
121.695
121.705
121.7091
121.695
121.7
121.67
121.66
121.6758
121.69
121.71
121.705
121.71
121.7047
121.6816
121.685
121.71
121.69
121.695
121.69
121.695
121.7
121.71
121.73
121.74
121.7299
121.71
121.715
121.72
121.715
121.7101
121.711
121.7198
121.7273
121.73
121.7399
121.7356
121.7601
121.755
121.78
121.775
121.7689
121.74
121.7499
121.77
121.75
121.755
121.78
121.79
121.765
121.77
121.7677
121.765
121.76
121.77
121.7585
121.76
121.751
121.76
121.75
121.74
121.75
121.72
121.74
121.7399
121.74
121.7199
121.71
121.7091
121.705
121.71
121.7099
121.72
121.71
121.72
121.71
121.7099
121.7089
121.7199
121.7
121.72
121.707
121.71
121.69
121.689
121.68
121.69
121.68
121.69
121.7
121.67
121.676
121.68
121.6701
121.67
121.65
121.645
121.6585
121.66
121.665
121.68
121.675
121.6799
121.66
121.69
121.71
121.705
121.7049
121.7087
121.725
121.72
121.75
121.74
121.73
121.72
121.75
121.76
121.77
121.79
121.7981
121.7799
121.79
121.8
121.78
121.79
121.7869
121.8
121.815
121.8245
121.825
121.84
121.8299
121.87
121.85
121.865
121.855
121.8689
121.87
121.88
121.89
121.865
121.8614
121.855
121.84
121.86
121.87
121.9
121.89
121.893
121.9
121.915
121.94
121.95
121.9591
121.93
121.94
121.93
121.92
121.9
121.9001
121.9
121.8996
121.9033
121.895
121.91
121.9005
121.9
121.91
121.9
121.91
121.9044
121.9199
121.92
121.91
121.89
121.875
121.87
121.86
121.85
121.87
121.8601
121.85
121.86
121.85
121.84
121.845
121.84
121.86
121.87
121.86
121.875
121.9
121.8999
121.9
121.9071
121.9
121.91
121.9212
121.92
121.912
121.92
121.919
121.94
121.9395
121.945
121.9487
121.9494
121.98
121.99
121.97
121.9799
121.98
121.977
121.985
121.99
121.9883
121.99
121.985
122.001
122.01
121.985
121.9716
121.9845
121.99
121.9957
122
121.9942
121.98
121.965
121.9602
121.963
121.97
121.96
121.9699
121.95
121.945
121.96
121.9557
121.955
121.9601
121.93
121.9
121.895
121.9
121.8901
121.9
121.89
121.87
121.86
121.865
121.875
121.87
121.84
121.83
121.8315
121.8601
121.87
121.86
121.855
121.8388
121.83
121.84
121.8306
121.84
121.82
121.8399
121.84
121.832
121.84
121.81
121.8001
121.78
121.785
121.77
121.7946
121.8
121.805
121.79
121.8
121.8001
121.805
121.79
121.775
121.78
121.79
121.78
121.76
121.765
121.7519
121.7686
121.7514
121.7309
121.75
121.7459
121.745
121.74
121.75
121.7678
121.77
121.78
121.7482
121.75
121.76
121.75
121.78
121.765
121.77
121.7901
121.78
121.7658
121.75
121.76
121.765
121.74
121.75
121.76
121.7599
121.76
121.77
121.7658
121.79
121.82
121.825
121.83
121.86
121.84
121.8101
121.825
121.82
121.795
121.7801
121.785
121.78
121.755
121.76
121.75
121.76
121.8
121.79
121.785
121.77
121.79
121.8
121.795
121.8
121.785
121.8
121.79
121.81
121.82
121.8299
121.8301
121.825
121.83
121.8102
121.795
121.805
121.795
121.79
121.815
121.805
121.8013
121.77
121.75
121.753
121.765
121.77
121.76
121.8
121.795
121.78
121.77
121.78
121.775
121.79
121.78
121.76
121.765
121.77
121.795
121.79
121.7988
121.77
121.775
121.78
121.77
121.765
121.76
121.78
121.77
121.76
121.7544
121.765
121.745
121.757
121.76
121.75
121.745
121.75
121.745
121.7413
121.7401
121.75
121.73
121.72
121.7
121.71
121.67
121.655
121.64
121.6106
121.605
121.61
121.64
121.61
121.615
121.6199
121.6
121.59
121.588
121.5701
121.57
121.56
121.55
121.56
121.57
121.58
121.57
121.565
121.57
121.56
121.58
121.585
121.6
121.62
121.63
121.64
121.6389
121.6301
121.6599
121.65
121.6601
121.675
121.6601
121.68
121.69
121.685
121.6601
121.6617
121.6716
121.6516
121.6537
121.645
121.66
121.6901
121.6726
121.67
121.665
121.66
121.665
121.6599
121.66
121.65
121.67
121.65
121.645
121.6601
121.68
121.685
121.705
121.685
121.68
121.69
121.675
121.6901
121.69
121.695
121.7001
121.69
121.6986
121.705
121.71
121.72
121.725
121.73
121.7098
121.72
121.74
121.745
121.749
121.755
121.75
121.745
121.75
121.76
121.765
121.775
121.78
121.7701
121.765
121.755
121.7401
121.745
121.743
121.7601
121.77
121.765
121.7601
121.76
121.74
121.73
121.71
121.7
121.695
121.69
121.6814
121.7
121.68
121.67
121.7
121.72
121.7148
121.71
121.717
121.71
121.69
121.72
121.74
121.7569
121.765
121.7662
121.77
121.78
121.77
121.7912
121.8001
121.81
121.82
121.825
121.82
121.795
121.79
121.7811
121.78
121.7726
121.79
121.8078
121.8
121.815
121.805
121.795
121.807
121.81
121.7988
121.82
121.8
121.815
121.806
121.81
121.79
121.8027
121.8
121.8015
121.805
121.8101
121.81
121.815
121.81
121.8162
121.8201
121.83
121.835
121.84
121.85
121.8391
121.8207
121.82
121.8199
121.8148
121.805
121.8
121.815
121.82
121.81
121.8081
121.785
121.76
121.79
121.785
121.78
121.759
121.725
121.74
121.75
121.78
121.775
121.73
121.7301
121.72
121.71
121.69
121.6717
121.66
121.645
121.66
121.65
121.625
121.62
121.63
121.635
121.64
121.6399
121.61
121.62
121.63
121.64
121.66
121.665
121.645
121.67
121.66
121.67
121.64
121.6501
121.65
121.66
121.67
121.66
121.6643
121.66
121.67
121.625
121.63
121.6291
121.62
121.63
121.62
121.61
121.62
121.63
121.625
121.6282
121.61
121.6299
121.65
121.64
121.66
121.63
121.64
121.66
121.65
121.665
121.6701
121.67
121.66
121.6601
121.66
121.67
121.671
121.68
121.69
121.685
121.7099
121.7
121.697
121.69
121.6854
121.69
121.67
121.655
121.68
121.665
121.6798
121.68
121.69
121.68
121.67
121.65
121.62
121.63
121.6201
121.62
121.63
121.625
121.6102
121.61
121.6016
121.61
121.6
121.61
121.6
121.61
121.6
