date,1. open,2. high,3. low,4. close,5. volume
2020-12-16 11:00:00,215.9086,217.6601,215.72,217.13,4405453.0
2020-12-16 10:00:00,214.5,216.643,214.45,215.98,3834274.0
2020-12-16 09:00:00,214.83,214.969,213.6,214.5,39878.0
2020-12-16 08:00:00,215.0,215.0,214.64,214.8,20088.0
2020-12-16 07:00:00,214.31,215.1,214.3,215.01,22605.0
2020-12-16 06:00:00,214.32,214.32,214.18,214.22,2773.0
2020-12-16 05:00:00,214.4,214.5,214.4,214.5,3030.0
2020-12-15 20:00:00,214.1,214.19,214.0,214.1,10737.0
2020-12-15 19:00:00,214.19,214.3,214.03,214.09,226369.0
2020-12-15 18:00:00,214.4645,214.4645,214.04,214.2,8033.0
2020-12-15 17:00:00,214.13,214.24,214.0,214.1,2667879.0
2020-12-15 16:00:00,213.415,214.21,213.33,214.16,3867812.0
2020-12-15 15:00:00,213.11,213.53,212.9346,213.41,2019065.0
2020-12-15 14:00:00,213.39,213.77,212.91,213.1127,2667060.0
2020-12-15 13:00:00,212.81,213.46,212.6901,213.4,2110863.0
2020-12-15 12:00:00,212.8816,213.03,212.24,212.8,2723575.0
2020-12-15 11:00:00,213.655,214.2,212.76,212.89,3823136.0
2020-12-15 10:00:00,215.0,215.42,213.58,213.635,2802612.0
2020-12-15 09:00:00,214.214,215.0329,213.67,214.99,37831.0
2020-12-15 08:00:00,214.35,215.13,214.16,214.7,42012.0
2020-12-15 07:00:00,214.33,214.49,213.52,214.16,5927.0
2020-12-15 06:00:00,215.18,215.18,215.18,215.18,1000.0
2020-12-15 05:00:00,215.0,215.3,214.8,214.8,968.0
2020-12-14 20:00:00,214.1,214.21,213.9,214.19,5614.0
2020-12-14 19:00:00,214.0,214.18,213.98,214.01,5469.0
2020-12-14 18:00:00,213.96,214.08,213.77,214.0,320366.0
2020-12-14 17:00:00,214.2,214.2,213.9,214.07,1161778.0
2020-12-14 16:00:00,215.135,215.2,213.51,214.19,3904808.0
2020-12-14 15:00:00,215.08,215.27,214.4,215.14,1789216.0
2020-12-14 14:00:00,214.58,215.23,214.0201,215.0581,1984976.0
2020-12-14 13:00:00,216.16,216.21,214.382,214.57,2596726.0
2020-12-14 12:00:00,214.57,216.2,214.51,216.15,4126977.0
2020-12-14 11:00:00,214.73,215.67,214.54,214.57,4314232.0
2020-12-14 10:00:00,213.38,214.79,212.85,214.74,3654868.0
2020-12-14 09:00:00,213.8005,213.99,212.73,213.38,75348.0
2020-12-14 08:00:00,213.93,214.0,213.79,213.81,11706.0
2020-12-14 07:00:00,213.81,213.93,213.81,213.93,1089.0
2020-12-14 06:00:00,213.4,214.01,213.4,213.8,7056.0
2020-12-14 05:00:00,213.38,213.38,212.99,213.06,2009.0
2020-12-11 20:00:00,213.0,213.24,212.98,213.0,2370.0
2020-12-11 19:00:00,213.06,213.2,212.0,213.01,2922.0
2020-12-11 18:00:00,213.22,213.26,213.08,213.1,198052.0
2020-12-11 17:00:00,213.26,213.29,209.522,213.22,2353890.0
2020-12-11 16:00:00,212.36,213.32,212.1501,213.27,4693461.0
2020-12-11 15:00:00,212.45,212.63,211.88,212.37,2100070.0
2020-12-11 14:00:00,211.545,212.96,211.5,212.44,2246508.0
2020-12-11 13:00:00,210.87,211.76,210.8401,211.545,3623414.0
2020-12-11 12:00:00,211.07,211.7701,210.23,210.8699,3011018.0
2020-12-11 11:00:00,210.58,212.11,210.04,211.05,5356011.0
2020-12-11 10:00:00,210.1,210.78,209.11,210.55,3759781.0
2020-12-11 09:00:00,209.785,210.1,209.5162,210.1,76603.0
2020-12-11 08:00:00,209.77,210.0,209.4,209.77,24150.0
2020-12-11 07:00:00,209.85,209.89,209.01,209.6,13584.0
2020-12-11 06:00:00,210.09,210.25,209.51,209.51,20188.0
2020-12-11 05:00:00,210.45,210.82,210.07,210.25,8735.0
2020-12-10 20:00:00,210.69,210.75,210.5,210.5899,20136.0
2020-12-10 19:00:00,210.62,210.7,210.41,210.7,23819.0
2020-12-10 18:00:00,210.58,210.62,210.52,210.62,19511.0
2020-12-10 17:00:00,210.52,210.69,210.48,210.53,1907688.0
2020-12-10 16:00:00,210.5,211.575,210.37,210.515,4757012.0
2020-12-10 15:00:00,211.29,211.35,210.3701,210.49,2225437.0
2020-12-10 14:00:00,210.94,211.75,210.86,211.23,1645732.0
2020-12-10 13:00:00,211.19,211.5,210.73,210.93,2148796.0
2020-12-10 12:00:00,212.62,212.66,211.08,211.2,2845261.0
2020-12-10 11:00:00,212.55,213.04,211.95,212.6,3197082.0
2020-12-10 10:00:00,210.73,213.08,210.36,212.55,3928448.0
2020-12-10 09:00:00,212.2005,212.49,210.72,210.87,153354.0
2020-12-10 08:00:00,212.35,212.35,210.88,211.11,62425.0
2020-12-10 07:00:00,212.73,212.73,212.21,212.21,3125.0
2020-12-10 06:00:00,212.65,212.9,212.65,212.9,12907.0
2020-12-10 05:00:00,212.2,212.5,212.0,212.31,14583.0
2020-12-09 20:00:00,212.25,212.46,211.97,212.02,15090.0
2020-12-09 19:00:00,212.0,212.25,211.9,211.97,13030.0
